lng,lat,viliage,ELEMID,date,level,vnum,inum
108.968334,34.267319,东三路社�?6100003801,20211222,1,3,0,
108.941224,34.267195,红埠街社�?6100004045,20211222,1,2,0,
108.949484,34.267108,新民社区,6100003803,20211222,1,3,0
108.913921,34.267085,西仪社区,6100004026,20211222,1,2,0
108.78185,34.267078,芊域溪源社区,6100233394,20211222,1,2,0
108.964643,34.267035,万达社区,6100003796,20211222,1,3,0
108.943719,34.267032,二府街社�?6100004044,20211222,1,2,0,
108.888211,34.26692,土门坊社�?6100004001,20211222,1,2,0,
108.917337,34.266343,玉祥门社�?6100004033,20211222,1,2,0,
108.88899,34.26633,大土门开远社�?6100003955,20211222,1,2,0,
108.974989,34.266134, 孟家巷社�?6100003897,20211222,1,2,0,
108.952535,34.26601,新华社区,6100004857,20211222,1,2,0
108.994778,34.265812,金花社区,6100003847,20211222,1,2,0
109.034231,34.265729,尉家坡社�?6100016497,20211222,1,2,0,
109.034231,34.265729,黄家坡社�?6100016500,20211222,1,2,0,
109.009577,34.265663,康乐社区,6100004827,20211222,1,3,0
109.006212,34.265383,黄河社区,6100003777,20211222,1,3,0
108.906582,34.26535,劳动二坊社区,6100004021,20211222,1,2,0
108.968335,34.265152,安民里社�?6100003795,20211222,1,3,0,
109.005203,34.264941,东尚社区,6100003774,20211222,1,3,0
108.913742,34.2648,潘家村社�?6100003985,20211222,1,2,0,
108.807026,34.264623,王寺社区,6100004441,20211222,1,2,0
109.036858,34.264549,长乐坡社�?6100016592,20211222,1,2,0,
108.975452,34.264406, 环东社区,6100003898,20211222,1,2,0
108.925697,34.264248,香米园社�?6100004034,20211222,1,2,0,
108.897659,34.263881,桃园三坊社区,6100004004,20211222,1,2,0
108.91742,34.263727,铁塔寺社�?6100004030,20211222,1,2,0,
108.917335,34.263719,五一社区,6100004031,20211222,1,2,0
108.87058,34.263529,团结西路社区,6100004059,20211222,1,2,0
108.961237,34.263425,民乐社区,6100003791,20211222,1,3,0
108.90582,34.263313,桃园一坊社�?6100004019,20211222,1,2,0,
108.980831,34.263298,八仙庵社�?6100003931,20211222,1,2,0,
108.955968,34.263061,广场社区,6100004337,20211222,1,3,0
108.96967,34.262881,中山社区,6100003793,20211222,1,3,0
108.965208,34.262843,东新社区,6100004365,20211222,1,3,0
109.066991,34.262639,四棉社区,6100016578,20211222,1,2,0
108.887068,34.262608,庆安社区,6100003999,20211222,1,2,0
109.069771,34.262108,纺医社区,6100016572,20211222,1,2,0
109.035376,34.26193,草北社区,6100016575,20211222,1,2,0
108.87151,34.26166,陈家寨社�?6100003977,20211222,1,2,0,
108.980519,34.261609,长乐社区 ,6100003899,20211222,1,2,0
108.866736,34.261582,利君西社�?6100003976,20211222,1,2,0,
108.945173,34.261578,社会路社�?6100004043,20211222,1,2,0,
108.910885,34.261386,劳动路社�?6100004032,20211222,1,2,0,
108.958142,34.261274,红会社区,6100003788,20211222,1,3,0
108.917517,34.261219,西关正街社区,6100004011,20211222,1,2,0
108.989158,34.2612, 兴庆社区,6100003896,20211222,1,2,0
108.96876,34.261156,昌仁里社�?6100003789,20211222,1,3,0,
108.933948,34.261015,学习巷社�?6100004037,20211222,1,2,0,
108.952236,34.260923,尚朴社区,6100003790,20211222,1,3,0
108.977292,34.260809, 更新社区,6100003846,20211222,1,2,0
109.062476,34.260698,五环社区,6100016576,20211222,1,2,0
108.943429,34.260665,化觉巷社�?6100004042,20211222,1,2,0,
108.929488,34.260614,贡院门社�?6100004036,20211222,1,2,0,
108.919415,34.260426,三桥街社�?6100016369,20211222,1,2,0,
108.895711,34.260053,延光社区,6100004003,20211222,1,2,0
108.916136,34.25999,林业厅社�?6100004010,20211222,1,2,0,
108.918859,34.259559,西关社区,6100016091,20211222,1,2,0
108.982305,34.259546, 柿园路社�?6100003844,20211222,1,2,0,
108.990126,34.259438,互助社区 ,6100241518,20211222,1,2,0
108.869999,34.259174,红光社区,6100003978,20211222,1,2,0
108.869999,34.259174,红光路社�?6100016273,20211222,1,2,0,
108.875463,34.258967,益民坊社�?6100003965,20211222,1,2,0,
108.952121,34.25879,端履门社�?6100003889,20211222,1,2,0,
108.969157,34.258274,东大街社�?6100003860,20211222,1,2,0,
109.004232,34.258182,华山社区,6100003773,20211222,1,3,0
108.959997,34.258105,马厂子社�?6100003893,20211222,1,2,0,
108.965333,34.257995,和北社区,6100003859,20211222,1,2,0
108.992984,34.257974,工程大社�?,#N/A,20211222,1,2,0
108.931315,34.257829,桥梓口社�?6100004038,20211222,1,2,0,
108.92087,34.257805,八家巷社�?6100004012,20211222,1,2,0,
108.957402,34.257718,菊花园社�?6100003895,20211222,1,2,0,
108.914741,34.257641,安定社区,6100003958,20211222,1,2,0
108.944536,34.257523,钟楼社区,6100003886,20211222,1,2,0
108.949089,34.257194,印花布园社区,6100003878,20211222,1,2,0
108.801479,34.257148,庙店社区,6100004438,20211222,1,2,0
108.920179,34.257136,北火巷社�?6100004028,20211222,1,2,0,
108.926753,34.256964,白鹭湾社�?#N/A,20211222,1,2,0,
108.977983,34.256801,卧龙社区 ,6100003936,20211222,1,2,0
108.907168,34.25676,锦园社区,6100004007,20211222,1,2,0
108.939289,34.256754,南广济街社区,6100003882,20211222,1,2,0
108.992077,34.256714,仁厚社区 ,6100235019,20211222,1,2,0
108.922442,34.256624,青二社区,#N/A,20211222,1,2,0
109.068333,34.25636,六棉社区,6100016462,20211222,1,2,0
109.006284,34.256342,公园南路社区,6100003772,20211222,1,3,0
108.891602,34.256065,马军寨新�?6100003996,20211222,1,2,0,
108.877417,34.255996,颜家堡村社区,6100003966,20211222,1,2,0
108.867535,34.255982,中堡子社�?6100003979,20211222,2,2,0,
108.867535,34.255982,汉城路中堡子社区,6100003980,20211222,1,2,0
108.912467,34.255907,旭景名园社区,6100004009,20211222,1,2,0
108.883715,34.255827,永丰社区,6100003988,20211222,1,2,0
108.927262,34.2556,迎春社区,6100004039,20211222,1,2,0
108.942268,34.255586,南院门社�?6100003894,20211222,1,2,0,
108.972887,34.255494, 古迹岭社�?6100003850,20211222,1,2,0,
108.876023,34.255393,工农村社�?6100003993,20211222,1,2,0,
109.012953,34.255341,韩北社区,6100003770,20211222,1,3,0
109.008654,34.255338,爱民社区,6100003840,20211222,1,3,0
108.975039,34.255271,东关社区 ,6100003849,20211222,1,2,0
108.829604,34.255148,和平社区,6100016365,20211222,1,2,0
109.010335,34.255036,韩南社区,6100003769,20211222,1,3,0
108.959901,34.254798,圪塔寺社�?,6100003892,20211222,1,2,0
108.966596,34.254735,和南社区,6100003857,20211222,1,2,0
108.887352,34.254631,惠南社区,6100004225,20211222,1,2,0
108.931551,34.25462,双仁府社�?6100004040,20211222,1,2,0,
108.943892,34.254559,德福巷社�?6100003880,20211222,1,2,0,
108.957485,34.254521,开通巷社区,6100003888,20211222,1,2,0
109.03553,34.254511,草南社区,6100016502,20211222,1,2,0
108.942595,34.254289,大车家巷社区,6100003879,20211222,1,2,0
108.872455,34.254174,工农社区,6100003964,20211222,1,2,0
108.937661,34.253825,保吉巷社�?6100003883,20211222,1,2,0,
108.968427,34.253678,建南社区,6100003858,20211222,1,2,0
108.860222,34.25364,莱茵小城社区,6100003994,20211222,2,2,0
108.950777,34.253471,书院门社�?6100003885,20211222,1,2,0,
108.952052,34.253437,三学街社�?6100003887,20211222,1,2,0,
108.961983,34.253371,下马陵社�?6100003890,20211222,1,2,0,
108.908272,34.253298,民航社区,6100004008,20211222,1,2,0
108.950298,34.252999, 理工大社�?#N/A,20211222,1,2,0,
109.064318,34.252982,陕水社区,6100016461,20211222,1,2,0
108.911829,34.252843,草阳社区,#N/A,20211222,1,2,0
108.997951,34.252459, 金花南路社区,6100003838,20211222,1,2,0
109.058857,34.252407,延河社区,6100016565,20211222,1,2,0
108.943464,34.252394,南院门街�?#N/A,20211222,1,2,0,
108.960219,34.252227,东仓门社�?6100003884,20211222,1,2,0,
109.003958,34.251871,咸宁社区,6100003787,20211222,1,3,0
108.976546,34.251622,曹家巷社�?6100003930,20211222,1,2,0,
108.891193,34.251617,金光门社�?6100003997,20211222,1,2,0,
108.92002,34.251471,解家村新社区,6100003961,20211222,1,2,0
108.919699,34.251455,解家村社�?6100004013,20211222,1,2,0,
108.883861,34.25115,军干所社区,6100004892,20211222,1,2,0
108.875708,34.250823,西钞社区,6100004801,20211222,1,2,0
108.880001,34.250763,3511社区,#N/A,20211222,1,2,0
108.88742,34.250567,牡丹庄园社区,6100004891,20211222,1,2,0
108.874251,34.250489,化工坊社�?6100004911,20211222,1,2,0,
108.972909,34.25036,乐一社区 ,#N/A,20211222,1,2,0
108.919373,34.250269,建新社区,6100004016,20211222,1,2,0
108.95981,34.25017,伞塔社区 ,6100003848,20211222,1,2,0
108.953258,34.250148, 文北一社区,#N/A,20211222,1,2,0
108.965182,34.250052, 环南路社�?6100003855,20211222,1,2,0,
108.89484,34.249918,丰镐东路社区,6100004002,20211222,1,2,0
109.003397,34.249815,新园社区,6100003929,20211222,1,3,0
109.003397,34.249815,馨苑社区,6100004807,20211222,1,2,0
108.917705,34.249572,丰庆路社�?6100003986,20211222,1,2,0,
108.917577,34.249309,幸福社区,6100003776,20211222,1,3,0
108.86584,34.249121,3507社区,#N/A,20211222,1,2,0
108.942302,34.249023,朱北社区 ,#N/A,20211222,1,2,0
108.891188,34.248799,惠民南坊社区,#N/A,20211222,1,2,0
109.002603,34.247797, 火炬社区,6100003924,20211222,1,2,0
108.914145,34.24768,友谊村社�?6100003963,20211222,1,2,0,
108.922356,34.247472, 西北大学社区,6100003865,20211222,1,2,0
108.992598,34.247429,兴庆南路社区 ,6100003922,20211222,2,2,0
108.859816,34.247401,金域牟嘉社区,6100004853,20211222,1,2,0
108.935585,34.247337,融信社区 ,6100003871,20211222,1,2,0
108.943827,34.247261, 南关社区,6100003921,20211222,1,2,0
108.976243,34.247029, 乐二社区,#N/A,20211222,1,2,0
108.932904,34.24684, 鸿雁社区,6100003861,20211222,1,2,0
108.882071,34.246726,融侨城社�?6100004890,20211222,1,2,0,
108.972991,34.246609, 太乙路社�?6100003853,20211222,1,2,0,
108.950643,34.246453, 仁义社区,6100003933,20211222,1,2,0
108.98378,34.246207, 交大社区,#N/A,20211222,1,2,0
108.885303,34.246132,新桃园村社区,6100004924,20211222,1,2,0
108.94573,34.245748, 振兴社区,6100003864,20211222,1,2,0
108.963738,34.245679,雁北社区 ,#N/A,20211222,1,2,0
108.997759,34.245633,信号厂社�?,#N/A,20211222,1,2,0
108.970726,34.245623, 建东街社�?6100003875,20211222,2,2,0,
108.941404,34.245265,朱南社区 ,#N/A,20211222,1,2,0
108.939784,34.245252,光荣社区 ,6100003900,20211222,1,2,0
108.924968,34.245077, 太白社区,6100005010,20211222,1,2,0
108.894792,34.244794,西桃园社�?6100004926,20211222,1,2,0,
108.995277,34.244578,北沙社区 ,6100003925,20211222,1,2,0
109.012891,34.244512,东方社区,6100003766,20211222,1,3,0
108.951467,34.244391,西勘社区 ,6100004954,20211222,2,2,0
108.925927,34.244322,太白社区,6100005010,20211222,1,2,0
109.058239,34.244142,穆将王社�?6100016533,20211222,1,2,0,
108.945776,34.244139, 新西里社�?6100003917,20211222,1,2,0,
108.96817,34.24405, 安东街社�?6100003874,20211222,1,2,0,
109.043438,34.244041,田家湾社�?6100004960,20211222,1,2,0,
108.93546,34.243943, 红缨社区,6100003938,20211222,1,2,0
108.874442,34.243907,日化社区,6100004851,20211222,1,2,0
108.915419,34.243687,西工大社�?,#N/A,20211222,1,2,0
108.844861,34.243415,北石桥社�?6100005024,20211222,1,2,0,
108.880329,34.243142,响塘社区,6100004842,20211222,1,2,0
109.020041,34.243091,华清学府城社�?6100003841,20211222,1,3,0,
108.952786,34.243065, 文北二社�?#N/A,20211222,1,2,0,
108.927015,34.243057, 边家村社�?6100003920,20211222,1,2,0,
108.992551,34.242961,南沙社区 ,6100003926,20211222,1,2,0
108.90395,34.242916,东桃园社�?6100003991,20211222,1,2,0,
109.005566,34.242602,建工路社�?6100004997,20211222,1,2,0,
108.926815,34.242311,友谊社区,6100003919,20211222,1,2,0
108.97759,34.241945,铁路局社区 ,#N/A,20211222,1,2,0
108.944269,34.241476,小雁塔社�?,6100003904,20211222,1,2,0
108.9344,34.240309,黄东社区 ,6100003903,20211222,1,2,0
108.921809,34.239787, 科研社区,6100003911,20211222,1,2,0
108.983232,34.239226, 永宁苑社�?6100004934,20211222,1,2,0,
108.804488,34.239145,梦白社区,6100004760,20211222,1,2,0
108.948867,34.239003, 永宁社区,6100003908,20211222,1,2,0
108.894288,34.238488,赵家坡社�?6100004888,20211222,1,2,0,
108.931797,34.238253, 黄西社区,6100003913,20211222,2,2,0
108.982347,34.237939,南二环社�?,6100003927,20211222,1,2,0
108.924833,34.237931, 水文一社区,6100003866,20211222,1,2,0
109.016365,34.237811,康宁社区,6100004999,20211222,1,2,0
108.949134,34.237707, 南稍门社�?6100003905,20211222,2,2,0,
108.929353,34.237635, 文康社区,6100003914,20211222,1,2,0
108.958062,34.237586,友谊社区 ,6100003919,20211222,1,2,0
108.934641,34.237404,上林街道奥林匹克花园社区,#N/A,20211222,2,2,0
108.924545,34.237241, 水文二社�?6100003868,20211222,1,2,0,
108.971845,34.237113, 中铁一局社区,6100003934,20211222,1,2,0
108.989171,34.236735,武警医院社区,6100004897,20211222,1,2,0
108.916518,34.236611,白庙路社�?,6100003912,20211222,1,2,0
108.924895,34.236564, 西何社区,6100003867,20211222,1,2,0
108.879685,34.236317,唐兴社区,6100004925,20211222,1,2,0
108.981454,34.236107, 经九路社�?6100003928,20211222,1,2,0,
108.877976,34.235826,陈家庄社�?6100004852,20211222,1,2,0,
108.931378,34.235433, 军工社区,6100003863,20211222,1,2,0
108.967096,34.235358, 测绘路社�?6100003902,20211222,1,2,0,
108.949553,34.235217, 3538社区,#N/A,20211222,1,2,0
108.909319,34.234874,糜家桥社�?6100004927,20211222,1,2,0,
108.909319,34.234874,糜家桥社�?6100004927,20211222,1,2,0,
108.984113,34.234641,青龙社区,6100004856,20211222,1,2,0
109.007463,34.234366,千户社区,6100004996,20211222,1,2,0
108.863852,34.23427,育华社区,6100004838,20211222,1,2,0
108.944959,34.234223, 夏家庄社�?6100003916,20211222,1,2,0,
108.968564,34.234122,建科大社�?,6100003872,20211222,1,2,0
108.964123,34.234067, 林雁社区,6100003877,20211222,1,2,0
108.933624,34.233988,黄雁社区 ,6100003915,20211222,2,2,0
108.953527,34.233772, 文艺南路社区,6100003906,20211222,2,2,0
108.998356,34.233495,铁一院社�?6100004956,20211222,1,2,0,
108.877742,34.233478,西辛庄社�?6100004921,20211222,1,2,0,
108.877416,34.233454,东辛庄社�?6100004947,20211222,1,2,0,
109.009844,34.23334,延北社区,6100004913,20211222,1,2,0
108.996911,34.232853,阳光社区,6100005000,20211222,1,2,0
108.907458,34.232694,二十所社区,6100004876,20211222,2,2,0
108.892124,34.23239,高科花园社区,6100004928,20211222,1,2,0
108.899628,34.23224,枫叶惠智社区,6100004929,20211222,1,2,0
108.949406,34.232111, 草场坡社�?6100003918,20211222,1,2,0,
108.997295,34.231793,兴科社区,6100005017,20211222,1,2,0
108.97847,34.23126,祭台社区 ,6100005021,20211222,1,2,0
108.926998,34.230598,永福社区,6100004879,20211222,1,2,0
108.989159,34.229798,建苑社区,6100004860,20211222,1,2,0
108.922099,34.229463,广交社区,6100004931,20211222,1,2,0
108.972243,34.229445,西延路社�?6100005019,20211222,1,2,0,
108.903406,34.228922,科创社区,6100005012,20211222,1,2,0
108.954589,34.228737,长安大学社区,6100004837,20211222,1,2,0
108.914704,34.228601,西电社区,6100005009,20211222,1,2,0
108.914704,34.228601,科技大学社区,#N/A,20211222,1,2,0
108.970424,34.228536,海泊紫庭社区,#N/A,20211222,1,2,0
108.905004,34.227627,蒋家寨社�?6100004886,20211222,1,2,0,
108.925533,34.227276,永松路社�?#N/A,20211222,1,2,0,
108.941192,34.227276,新家坡社�?6100004881,20211222,1,2,0,
108.956398,34.227187,翠华北路社区,6100004894,20211222,2,2,0
108.926537,34.226885,崇德坊社�?6100004877,20211222,1,2,0,
108.847545,34.226736,英发寨社�?6100004985,20211222,1,2,0,
108.935705,34.226696,崇业社区,6100004946,20211222,1,2,0
108.942136,34.226275,兴善社区,6100004870,20211222,3,2,0
108.868675,34.226246,丁家桥社�?6100004844,20211222,1,2,0,
108.969355,34.226226,后村社区,6100004834,20211222,1,3,0
108.973067,34.225987,后村社区,6100004834,20211222,1,2,0
108.891071,34.225841,交通社�?,6100003909,20211222,1,2,0
109.01878,34.225545,秦川社区,6100004998,20211222,1,3,0
109.01878,34.225545,秦川社区,6100004998,20211222,1,2,0
108.965988,34.225068,鑫龙社区,#N/A,20211222,1,2,0
108.764739,34.224616,斗门社区,6100004578,20211222,1,2,0
108.912677,34.224384,科技路社�?6100004885,20211222,1,2,0,
108.912677,34.224384,科技二路社区,6100248011,20211222,1,2,0
108.93568,34.224322,子祥社区,6100004945,20211222,1,2,0
108.973184,34.224321,西影集团社区,#N/A,20211222,1,2,0
108.971356,34.22431,雁西社区,6100005022,20211222,1,2,0
108.915915,34.224182,交警支队社区,6100004948,20211222,1,2,0
108.927413,34.224089,212社区,#N/A,20211222,1,2,0
108.965227,34.22387,雁塔路社�?6100004958,20211222,1,2,0,
108.985381,34.223674,八一社区,6100004389,20211222,1,2,0
108.982134,34.223641,西勘社区,6100004954,20211222,1,2,0
108.915618,34.223282, 白庙社区,6100003869,20211222,1,2,0
108.943418,34.223273,小寨西路社区,6100004836,20211222,1,2,0
108.92866,34.223076,吉祥社区,6100004880,20211222,1,2,0
108.955212,34.222894,小寨东路社区,6100004817,20211222,1,2,0
108.964312,34.222802,海泊紫亭社区,#N/A,20211222,1,2,0
108.955584,34.22261,曲江中心社区,#N/A,20211222,1,2,0
108.890224,34.222422,惠欣社区,#N/A,20211222,1,2,0
108.931434,34.221952,康乐社区,6100004827,20211222,1,2,0
108.935561,34.221448,郝佳社区,#N/A,20211222,1,2,0
108.961685,34.221164,大雁塔社�?6100005016,20211222,1,2,0,
108.09437,34.220768,哑柏新区社区,#N/A,20211222,1,2,0
108.987203,34.220319,北池头社�?6100004858,20211222,1,2,0,
108.940253,34.220162,雁西路社�?6100004959,20211222,1,2,0,
108.921664,34.219487,四季社区,6100004825,20211222,1,2,0
109.006318,34.219424,荣家寨社�?6100005007,20211222,1,2,0,
108.956194,34.219318,交大财经社区,6100004811,20211222,1,2,0
108.882258,34.219218,南窑头社�?6100004849,20211222,1,2,0,
108.959771,34.218917,翠华南路社区,6100004895,20211222,1,2,0
108.902295,34.218861,甘家寨社�?6100004862,20211222,1,2,0,
109.000298,34.218616,孟村社区,6100004910,20211222,1,2,0
108.866619,34.218525,水利社区,6100005006,20211222,1,2,0
108.995351,34.218295,岳家寨社�?6100004839,20211222,1,2,0,
108.924801,34.21822,馨园壹号社区,6100004845,20211222,1,2,0
108.838044,34.217973,漳浒寨社�?6100004991,20211222,1,2,0,
108.951721,34.217011,大唐社区,6100004812,20211222,1,2,0
109.007732,34.216323,陆家寨社�?6100005001,20211222,1,2,0,
108.914085,34.215627,太白南路社区,6100004930,20211222,1,2,0
108.951824,34.215313,红专南路社区,6100004813,20211222,1,2,0
108.92955,34.215294,二府庄社�?6100004824,20211222,1,2,0,
108.925007,34.21519,石油大学社区,#N/A,20211222,1,2,0
108.934729,34.215117,罗家寨村委会,#N/A,20211222,1,2,0
108.921975,34.214486,电子一路社�?6100004828,20211222,1,2,0,
108.944109,34.214366,西八里社�?6100004835,20211222,1,2,0,
108.897414,34.214264,枫林绿洲社区,6100004923,20211222,1,2,0
108.982831,34.211988,华侨�?08坊社�?#N/A,20211222,1,2,0,
109.008825,34.211578,黄渠头社�?6100004882,20211222,1,2,0,
108.983689,34.211523,紫汀苑社�?#N/A,20211222,1,2,0,
108.880375,34.211297,惠仁社区,#N/A,20211222,1,2,0
108.92149,34.211224,电子二路社区,6100004867,20211222,1,2,0
108.92149,34.211224,电子二路东社�?6100004829,20211222,1,2,0,
108.956097,34.211084,曲江六号社区,#N/A,20211222,1,2,0
108.992849,34.210909,居安路第一社区,6100004553,20211222,1,2,0
108.938755,34.209984,青松路社�?6100004831,20211222,2,2,0,
108.955471,34.20993,南窑村委�?#N/A,20211222,2,2,0,
108.948437,34.209667,东八里社�?6100004816,20211222,1,2,0,
108.948437,34.209667,新东八里社区,6100004848,20211222,1,2,0
109.004783,34.209127,新开门社�?6100004840,20211222,1,2,0,
108.913568,34.208945,电子西街社区,6100004806,20211222,1,2,0
108.915219,34.208772,西京社区,6100004866,20211222,1,2,0
108.912891,34.208435,健康社区,6100004944,20211222,1,2,0
109.001625,34.208294,新华社区,6100004857,20211222,1,2,0
108.946579,34.207909,政法大学社区,#N/A,20211222,1,2,0
108.956016,34.207869,陕师大社�?6100004815,20211222,1,2,0,
108.905305,34.207671,兰乔圣菲社区,6100004868,20211222,1,2,0
108.949741,34.206871,西外大社�?#N/A,20211222,1,2,0,
109.017446,34.205725,繆家寨社�?#N/A,20211222,1,2,0,
108.914389,34.205635,二零五社�?#N/A,20211222,1,2,0,
108.933425,34.20487,明德门南区社�?#N/A,20211222,1,2,0,
108.721516,34.204538,沣京中路社区,6100004347,20211222,1,2,0
108.920469,34.20362,电子正街社区,6100004805,20211222,1,2,0
108.930242,34.203446,东仪社区,6100004799,20211222,1,2,0
108.939628,34.203057,杨家村社�?6100004893,20211222,1,2,0,
108.942396,34.202464,明德门北区社�?6100004878,20211222,2,2,0,
108.940705,34.202124,军干社区,#N/A,20211222,1,2,0
108.854464,34.201837,闸口社区,6100004969,20211222,1,2,0
108.959162,34.201779,瑞禾村社�?6100004920,20211222,1,2,0,
108.948228,34.201471,天坛路社�?6100004935,20211222,1,2,0,
108.852336,34.201106,铺尚社区,6100004971,20211222,1,2,0
108.854781,34.200609,丈八东社�?6100004970,20211222,1,2,0,
108.901286,34.200245,213电子社区,#N/A,20211222,1,2,0
108.954904,34.20016,瓦胡同社�?6100004938,20211222,1,2,0,
108.852722,34.200032,余家庄社�?6100004972,20211222,1,2,0,
108.844374,34.199704,西滩社区,6100004966,20211222,1,2,0
108.850416,34.19968,东滩社区,6100004973,20211222,1,2,0
108.923517,34.199516,唐园社区,6100004820,20211222,1,2,0
108.914732,34.199512,二零四社�?#N/A,20211222,1,2,0,
108.854449,34.199474,丈八南社�?6100004976,20211222,1,2,0,
108.917652,34.19943,丈八东路社区,6100004808,20211222,2,2,0
108.924425,34.199154,兵工社区,6100004916,20211222,2,2,0
108.941476,34.198726,电视塔社�?6100004907,20211222,1,2,0,
108.97215,34.198273,庙坡头社�?6100004899,20211222,1,2,0,
108.856608,34.197601,丈八北社�?6100004974,20211222,1,2,0,
108.853185,34.19709,袁旗寨社�?6100004977,20211222,1,2,0,
108.849894,34.196639,里花水社�?6100004965,20211222,1,2,0,
108.85544,34.196559,丈八西社�?6100004975,20211222,1,2,0,
108.955869,34.195963,东姜社区,#N/A,20211222,1,2,0
108.955869,34.195963,西姜社区,#N/A,20211222,1,2,0
108.955869,34.195963,长廷堡街道伟丰花园小�?#N/A,20211222,2,2,0,
108.847915,34.195922,五四社区,6100004364,20211222,1,2,0
108.916524,34.194678,双桥头社�?6100005027,20211222,2,2,0,
108.917349,34.194346,双桥国际社区,6100248487,20211222,1,2,0
108.980803,34.194334,金地天境社区,#N/A,20211222,1,2,0
108.9316,34.193892,世家星城社区,6100004809,20211222,1,2,0
108.990822,34.193025,东曲江池社区,#N/A,20211222,1,2,0
108.990822,34.193025,西曲江池社区,#N/A,20211222,1,2,0
108.841991,34.192785,惠祥社区,#N/A,20211222,1,2,0
108.87782,34.192472,绿地世纪城社�?6100004978,20211222,1,2,0,
108.896464,34.192109,北沈家桥社区,#N/A,20211222,1,2,0
108.990877,34.192047,东曲社区,6100004900,20211222,2,2,0
108.941326,34.191825,长丰园社�?6100004951,20211222,2,2,0,
108.936006,34.191605,三兴鑫苑社区,6100004896,20211222,1,2,0
108.877479,34.191389,唐沣社区,6100004854,20211222,1,2,0
108.960608,34.190937,曲江新区,#N/A,20211222,1,2,0
108.908941,34.190591,江林新城北社�?#N/A,20211222,1,2,0,
108.938128,34.188214,紫郡长安社区,6100004952,20211222,2,2,0
108.904109,34.186634,齐王新园社区,#N/A,20211222,1,2,0
108.904109,34.186634,石桥新苑社区,#N/A,20211222,1,2,0
108.92533,34.1838,南姜社区,#N/A,20211222,1,2,0
108.945323,34.182851,华城社区,6100004871,20211222,1,2,0
108.877888,34.181929,锦业路社�?6100004979,20211222,1,2,0,
108.829285,34.181644,河池周家庄社�?6100004417,20211222,1,2,0,
108.865229,34.181258,西付社区,6100004968,20211222,1,2,0
108.931841,34.181185,北寨子社�?6100004821,20211222,1,2,0,
108.931841,34.181185,南寨子社�?6100005026,20211222,1,2,0,
108.868821,34.18101,东付社区,6100004967,20211222,1,2,0
108.943513,34.180499,东三爻社�?6100004937,20211222,1,2,0,
108.831083,34.180318,东新社区,6100004365,20211222,1,2,0
108.824721,34.178796,西新社区,6100004366,20211222,1,2,0
108.090174,34.178483,哑柏社区,6100003650,20211222,1,2,0
108.962069,34.177722,澜山社区,6100004518,20211222,1,2,0
108.830301,34.176801,南新社区,6100004588,20211222,1,2,0
108.888398,34.176441,翟家堡社�?6100005029,20211222,1,2,0,
108.970757,34.175789,夏殿社区,6100004671,20211222,1,2,0
108.830209,34.173925,乳驾庄社�?6100004577,20211222,1,2,0,
108.556883,34.173168,涝店镇社�?6100004142,20211222,1,2,0,
108.83173,34.173048,西祝社区,6100004740,20211222,1,2,0
108.943452,34.172342,凤栖路社�?6100004601,20211222,1,2,0,
108.920407,34.172305,下塔坡社�?6100004670,20211222,1,2,0,
108.865193,34.171004,紫薇社区,#N/A,20211222,1,2,0
108.865193,34.171004,紫薇田园都市社区,6100004774,20211222,1,2,0
108.249466,34.170288,辛家寨社�?6100003734,20211222,1,2,0,
108.949834,34.170276,二零六社�?6100004449,20211222,1,2,0,
109.006125,34.170275,简王井村委�?#N/A,20211222,2,2,0,
109.307409,34.169906,工业园区社区,#N/A,20211222,1,2,0
108.814262,34.169525,高庙社区,6100004397,20211222,1,2,0
108.957909,34.169469,南里王村委会,#N/A,20211222,2,2,1
108.925842,34.168876,张家社区,6100004336,20211222,1,2,0
108.946638,34.168061,航天六院社区,6100004448,20211222,1,2,0
108.950326,34.167535,航天社区,6100004595,20211222,1,2,0
108.979516,34.167506,航开路社�?6100004766,20211222,1,2,0,
109.139447,34.166989,白鹿南苑社区,6100004412,20211222,1,2,0
108.897587,34.166761,茅坡社区,6100004730,20211222,1,2,0
108.939056,34.166499,长兴北路社区,6100004382,20211222,1,2,0
108.959337,34.166289,吉泰路社�?6100004623,20211222,2,2,0,
108.959337,34.166289,府东社区,6100004420,20211222,1,2,0
108.22019,34.165606,凤泉社区,#N/A,20211222,1,2,0
108.912224,34.16544,府北社区,6100004335,20211222,1,2,0
108.913136,34.165189,首帕张堡社区,6100004383,20211222,1,2,0
108.926888,34.165179,蒋家社区,6100004600,20211222,1,2,0
108.917675,34.164799,首帕张社�?6100004407,20211222,1,2,0,
108.200175,34.163937,城西社区,6100003731,20211222,1,2,0
108.996198,34.163703,枣园社区,6100004648,20211222,1,2,0
108.945259,34.163353,北街社区,6100004551,20211222,1,2,0
108.923049,34.163158,广场社区,6100004337,20211222,1,2,0
108.910567,34.163046,智慧城社�?6100004334,20211222,1,2,0,
108.929223,34.162889,广场北路社区,6100004352,20211222,1,2,0
109.307294,34.162541,长坪路社�?6100016743,20211222,1,2,0,
108.970942,34.162252,飞天路社�?6100004443,20211222,1,2,0,
108.890961,34.161797,居安路第二社�?6100004743,20211222,1,2,0,
109.321377,34.161373,新民街社�?6100016930,20211222,1,2,0,
